user_standort,timestamp_meldung,timestamp_letzteBearbeitung,user_text,user_kategorie,ki_stelle,ki_prio
"(52.4235, 10.8)",2025-02-04 12:47:32,2025-02-05 17:47:32,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.421, 10.795)",2025-01-08 05:39:17,2025-01-08 06:39:17,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.428, 10.775)",2024-12-07 02:44:01,2024-12-07 15:44:01,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.426669, 10.790072)",2024-12-02 05:53:54,2024-12-02 22:53:54,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.426669, 10.790072)",2024-11-22 15:23:32,2024-11-24 15:23:32,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.43, 10.78)",2024-09-25 12:56:49,2024-09-25 13:56:49,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.421, 10.795)",2024-11-30 05:02:17,2024-12-01 12:02:17,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.426669, 10.790072)",2025-03-10 23:55:10,2025-03-11 23:55:10,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.420148, 10.769726)",2024-12-17 16:34:47,2024-12-19 15:34:47,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.428, 10.775)",2025-01-10 14:09:44,2025-01-11 15:09:44,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.43, 10.78)",2024-11-25 22:52:05,2024-11-27 12:52:05,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.4235, 10.8)",2024-09-06 03:34:18,2024-09-06 12:34:18,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.422501, 10.786042)",2024-09-21 00:04:30,2024-09-21 05:04:30,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.421, 10.795)",2025-02-13 09:16:59,2025-02-14 07:16:59,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.4278, 10.7856)",2025-01-13 10:10:30,2025-01-14 12:10:30,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.425, 10.782)",2024-10-23 00:21:01,2024-10-23 04:21:01,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.422501, 10.786042)",2024-08-30 06:08:46,2024-08-31 15:08:46,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.43, 10.78)",2025-01-17 03:59:31,2025-01-17 09:59:31,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.43, 10.78)",2024-12-24 01:02:16,2024-12-24 02:02:16,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4235, 10.8)",2024-08-18 00:55:29,2024-08-19 19:55:29,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4278, 10.7856)",2025-01-11 21:56:10,2025-01-12 12:56:10,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.43, 10.78)",2024-12-13 15:07:17,2024-12-14 10:07:17,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.422501, 10.786042)",2024-09-13 17:46:50,2024-09-14 10:46:50,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.4235, 10.8)",2024-12-17 08:06:40,2024-12-17 17:06:40,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.4278, 10.7856)",2024-11-19 06:02:12,2024-11-20 16:02:12,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.426669, 10.790072)",2025-02-21 07:26:09,2025-02-22 12:26:09,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.4235, 10.8)",2025-02-06 03:34:40,2025-02-07 12:34:40,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.422501, 10.786042)",2025-03-11 23:29:59,2025-03-12 07:29:59,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.420148, 10.769726)",2025-03-03 03:45:52,2025-03-05 03:45:52,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4278, 10.7856)",2024-08-03 04:02:59,2024-08-03 17:02:59,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.420148, 10.769726)",2025-01-16 00:35:35,2025-01-17 14:35:35,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.425, 10.782)",2024-10-10 02:35:38,2024-10-11 15:35:38,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.428, 10.775)",2024-11-08 05:21:04,2024-11-08 06:21:04,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.428, 10.775)",2024-10-21 04:24:53,2024-10-22 12:24:53,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.421, 10.795)",2025-02-19 21:16:20,2025-02-21 17:16:20,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.428, 10.775)",2024-11-24 22:21:54,2024-11-24 23:21:54,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.425, 10.782)",2024-10-31 18:49:56,2024-11-02 18:49:56,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.4235, 10.8)",2024-08-29 02:31:12,2024-08-29 07:31:12,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.4278, 10.7856)",2025-01-04 03:15:51,2025-01-04 05:15:51,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.420148, 10.769726)",2024-08-20 13:19:42,2024-08-21 22:19:42,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.426669, 10.790072)",2024-10-08 02:21:55,2024-10-09 01:21:55,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4195, 10.7705)",2025-01-01 02:00:22,2025-01-01 17:00:22,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.420148, 10.769726)",2024-08-03 23:26:26,2024-08-05 04:26:26,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4278, 10.7856)",2024-11-12 02:03:52,2024-11-13 14:03:52,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.43, 10.78)",2024-11-13 11:15:52,2024-11-15 10:15:52,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.4195, 10.7705)",2024-12-13 11:12:59,2024-12-14 23:12:59,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.428, 10.775)",2024-12-09 14:33:48,2024-12-10 10:33:48,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.428, 10.775)",2025-03-03 09:17:21,2025-03-04 13:17:21,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.4195, 10.7705)",2024-11-28 22:01:10,2024-11-30 04:01:10,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.4278, 10.7856)",2025-01-22 11:51:30,2025-01-23 10:51:30,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.425, 10.782)",2024-10-04 19:03:38,2024-10-05 01:03:38,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2024-10-31 01:57:06,2024-11-01 08:57:06,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.420148, 10.769726)",2024-12-24 10:40:11,2024-12-25 04:40:11,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.428, 10.775)",2024-12-09 15:24:45,2024-12-09 17:24:45,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.43, 10.78)",2024-09-30 23:20:00,2024-10-01 20:20:00,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.422501, 10.786042)",2025-01-26 12:59:55,2025-01-27 20:59:55,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.425, 10.782)",2024-08-06 07:22:49,2024-08-06 12:22:49,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.425, 10.782)",2024-10-01 18:38:11,2024-10-01 19:38:11,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.4195, 10.7705)",2024-09-13 15:03:03,2024-09-13 22:03:03,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.43, 10.78)",2025-02-27 02:00:12,2025-02-27 16:00:12,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.425, 10.782)",2024-08-14 23:25:14,2024-08-16 14:25:14,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.426669, 10.790072)",2024-09-06 15:25:57,2024-09-07 20:25:57,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.422501, 10.786042)",2025-02-23 16:16:22,2025-02-24 18:16:22,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.426669, 10.790072)",2024-10-12 06:06:38,2024-10-14 03:06:38,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.43, 10.78)",2024-12-26 03:26:39,2024-12-27 18:26:39,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.422501, 10.786042)",2024-08-26 18:39:48,2024-08-28 15:39:48,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.420148, 10.769726)",2024-11-24 00:56:56,2024-11-26 00:56:56,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,high
"(52.422501, 10.786042)",2025-01-21 01:17:04,2025-01-22 19:17:04,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.420148, 10.769726)",2024-10-09 05:04:22,2024-10-10 22:04:22,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.422501, 10.786042)",2024-11-09 13:41:11,2024-11-10 18:41:11,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.428, 10.775)",2024-12-09 01:14:27,2024-12-11 00:14:27,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.420148, 10.769726)",2024-12-21 00:45:04,2024-12-21 09:45:04,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.422501, 10.786042)",2025-01-04 20:08:02,2025-01-05 04:08:02,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,high
"(52.422501, 10.786042)",2024-10-08 00:39:17,2024-10-09 08:39:17,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.426669, 10.790072)",2024-08-24 00:08:30,2024-08-25 05:08:30,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.426669, 10.790072)",2025-01-21 14:36:08,2025-01-23 03:36:08,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.426669, 10.790072)",2024-08-15 05:12:55,2024-08-16 05:12:55,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.420148, 10.769726)",2024-12-15 19:15:40,2024-12-16 02:15:40,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.425, 10.782)",2024-10-13 06:31:53,2024-10-14 08:31:53,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2024-09-08 11:19:11,2024-09-10 04:19:11,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.4195, 10.7705)",2025-02-17 01:47:04,2025-02-17 04:47:04,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.420148, 10.769726)",2024-12-15 15:33:50,2024-12-16 03:33:50,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.425, 10.782)",2024-10-19 16:24:26,2024-10-21 11:24:26,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.4195, 10.7705)",2024-09-23 06:42:24,2024-09-24 01:42:24,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.420148, 10.769726)",2024-11-29 03:32:27,2024-11-30 06:32:27,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.422501, 10.786042)",2025-03-04 01:35:40,2025-03-05 21:35:40,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.4278, 10.7856)",2024-09-02 05:27:40,2024-09-03 10:27:40,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4235, 10.8)",2024-10-29 16:15:27,2024-10-31 01:15:27,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.4195, 10.7705)",2024-08-13 00:51:36,2024-08-14 13:51:36,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4195, 10.7705)",2024-11-08 06:32:20,2024-11-08 17:32:20,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.428, 10.775)",2024-10-06 17:00:07,2024-10-08 02:00:07,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.422501, 10.786042)",2024-08-01 16:13:04,2024-08-03 09:13:04,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.420148, 10.769726)",2024-08-24 21:29:21,2024-08-26 17:29:21,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4235, 10.8)",2025-01-22 14:06:17,2025-01-24 07:06:17,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4278, 10.7856)",2024-09-12 19:46:42,2024-09-14 19:46:42,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.4235, 10.8)",2024-08-28 02:55:15,2024-08-29 01:55:15,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.4235, 10.8)",2024-09-14 22:55:26,2024-09-15 17:55:26,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.421, 10.795)",2025-03-12 16:25:55,2025-03-12 21:25:55,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.422501, 10.786042)",2024-11-01 23:32:17,2024-11-02 05:32:17,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4235, 10.8)",2024-09-12 04:49:51,2024-09-13 20:49:51,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.4235, 10.8)",2024-12-20 20:18:09,2024-12-21 07:18:09,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.43, 10.78)",2025-01-22 09:16:00,2025-01-23 03:16:00,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.420148, 10.769726)",2024-11-12 17:56:15,2024-11-14 08:56:15,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.4235, 10.8)",2024-12-30 04:34:16,2024-12-31 13:34:16,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.4278, 10.7856)",2024-11-06 13:05:01,2024-11-08 11:05:01,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.420148, 10.769726)",2024-12-23 02:18:01,2024-12-24 07:18:01,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.4195, 10.7705)",2024-12-01 14:16:54,2024-12-01 22:16:54,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.425, 10.782)",2025-03-01 18:33:05,2025-03-02 07:33:05,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2024-11-22 11:55:21,2024-11-23 15:55:21,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.422501, 10.786042)",2024-08-03 20:52:32,2024-08-04 00:52:32,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.4195, 10.7705)",2024-12-01 21:59:51,2024-12-02 23:59:51,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.426669, 10.790072)",2024-11-04 16:04:46,2024-11-05 23:04:46,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.420148, 10.769726)",2025-02-19 03:03:41,2025-02-20 09:03:41,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4278, 10.7856)",2024-11-25 05:05:35,2024-11-27 00:05:35,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.4235, 10.8)",2025-01-27 17:56:38,2025-01-29 07:56:38,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.421, 10.795)",2024-10-16 06:39:08,2024-10-16 15:39:08,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4235, 10.8)",2024-09-20 12:59:26,2024-09-20 23:59:26,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.43, 10.78)",2025-01-23 13:18:07,2025-01-24 11:18:07,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.425, 10.782)",2024-09-16 11:44:45,2024-09-18 00:44:45,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.43, 10.78)",2025-02-04 19:40:11,2025-02-06 02:40:11,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.425, 10.782)",2024-11-02 09:34:03,2024-11-03 20:34:03,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.420148, 10.769726)",2025-01-31 15:47:07,2025-02-01 20:47:07,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.425, 10.782)",2024-09-24 17:56:44,2024-09-25 06:56:44,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.4195, 10.7705)",2025-02-08 14:41:59,2025-02-08 22:41:59,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.426669, 10.790072)",2024-10-26 14:25:07,2024-10-26 20:25:07,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4278, 10.7856)",2024-08-25 21:52:24,2024-08-27 03:52:24,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.428, 10.775)",2024-09-28 22:41:52,2024-09-29 08:41:52,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.422501, 10.786042)",2024-10-15 18:12:53,2024-10-17 13:12:53,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.43, 10.78)",2024-08-12 22:56:45,2024-08-13 00:56:45,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.4235, 10.8)",2024-10-15 16:56:01,2024-10-16 10:56:01,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.421, 10.795)",2025-02-25 22:00:59,2025-02-27 04:00:59,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.428, 10.775)",2024-09-22 13:28:30,2024-09-22 21:28:30,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.426669, 10.790072)",2024-09-23 02:33:34,2024-09-24 10:33:34,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.43, 10.78)",2024-09-25 10:31:01,2024-09-27 10:31:01,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.43, 10.78)",2024-08-11 18:47:05,2024-08-12 22:47:05,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.426669, 10.790072)",2025-02-04 01:23:11,2025-02-04 19:23:11,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4278, 10.7856)",2024-09-27 13:49:23,2024-09-28 12:49:23,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.426669, 10.790072)",2024-09-02 04:56:05,2024-09-03 01:56:05,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.421, 10.795)",2024-12-19 19:29:38,2024-12-20 00:29:38,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.421, 10.795)",2024-09-20 00:55:51,2024-09-20 17:55:51,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.420148, 10.769726)",2024-08-22 20:11:20,2024-08-23 22:11:20,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.428, 10.775)",2024-08-13 17:39:13,2024-08-14 02:39:13,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.420148, 10.769726)",2024-12-27 21:44:51,2024-12-28 08:44:51,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.425, 10.782)",2025-01-17 16:16:18,2025-01-19 14:16:18,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.4235, 10.8)",2024-11-24 03:41:24,2024-11-25 18:41:24,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.4235, 10.8)",2025-01-01 04:01:23,2025-01-02 00:01:23,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.421, 10.795)",2025-01-16 07:51:40,2025-01-17 08:51:40,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.426669, 10.790072)",2025-01-25 04:49:17,2025-01-26 18:49:17,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.426669, 10.790072)",2024-08-12 00:34:36,2024-08-12 12:34:36,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.43, 10.78)",2024-08-06 08:24:11,2024-08-07 06:24:11,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.426669, 10.790072)",2024-11-21 10:28:25,2024-11-23 04:28:25,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4235, 10.8)",2025-01-31 13:20:15,2025-01-31 20:20:15,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.426669, 10.790072)",2025-02-05 01:15:52,2025-02-05 03:15:52,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.422501, 10.786042)",2024-12-13 02:44:32,2024-12-14 16:44:32,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.421, 10.795)",2024-11-12 00:50:34,2024-11-12 20:50:34,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.43, 10.78)",2025-01-16 12:35:23,2025-01-17 09:35:23,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
